,"Rank[Note 1]
","Mountain
","Height(m)[1]
","Drop (m)[Note 2]
","Coordinates[2]
","Range [Note 3]
","Range[Note 4]
","Region [Note 5]
","Country
","First[3]ascent
"
293,"818
","Kasereck
",2740.0,425.0,"47°14′15″N 13°46′18″E﻿ / ﻿47.23750°N 13.77167°E﻿ / 47.23750; 13.77167﻿ (818. Kasereck (2740 m))
","Niedere Tauern
","II/A-18.II-A
","Salzburg
","AT
","
"
294,"819
","Schenadüi
",2738.0,375.0,"46°33′09″N 08°44′55″E﻿ / ﻿46.55250°N 8.74861°E﻿ / 46.55250; 8.74861﻿ (819. Schenadüi (2738 m))
","Leone-Gotthard Alps
","I/B-10.I-B
","Ticino
","CH
","
"
295,"820
","Spitzhorli
",2737.0,320.0,"46°15′52″N 07°58′50″E﻿ / ﻿46.26444°N 7.98056°E﻿ / 46.26444; 7.98056﻿ (820. Spitzhorli (2737 m))
","Weissmies Alps
","I/B-09.V-C
","Valais
","CH
","
"
296,"821
","Monte Zucchero
",2735.0,554.0,"46°21′15″N 08°42′51″E﻿ / ﻿46.35417°N 8.71417°E﻿ / 46.35417; 8.71417﻿ (821. Monte Zucchero (2735 m))
","Ticino Alps
","I/B-10.II-D
","Ticino
","CH
","
"
297,"822
","Kaltwasserkarspitze
",2733.0,320.0,"47°24′11″N 11°27′02″E﻿ / ﻿47.40306°N 11.45056°E﻿ / 47.40306; 11.45056﻿ (822. Kaltwasserkarspitze (2733 m))
","Karwendel
","II/B-21.IV-A
","North Tyrol
","AT
","1870
"
298,"823
","Dremelspitze
",2733.0,307.0,"47°14′06″N 10°35′45″E﻿ / ﻿47.23500°N 10.59583°E﻿ / 47.23500; 10.59583﻿ (823. Dremelspitze (2733 m))
","Lechtal Alps
","II/B-21.I-A
","North Tyrol
","AT
","1896
"
299,"824
","Pic des Cabottes
",2732.0,548.0,"45°14′31″N 06°03′50″E﻿ / ﻿45.24194°N 6.06389°E﻿ / 45.24194; 6.06389﻿ (824. Pic des Cabottes (2732 m))
","Belledonne
","I/A-05.II-A
","Isère
","FR
","
"
300,"825
","Clot de la Cime
",2732.0,312.0,"44°49′00″N 06°43′19″E﻿ / ﻿44.81667°N 6.72194°E﻿ / 44.81667; 6.72194﻿ (825. Clot de la Cime (2732 m))
","Central Cottian Alps
","I/A-04.II-B
","Hautes-Alpes
","FR
","
"
301,"826
","Monte Borga
",2731.0,325.0,"46°05′35″N 10°12′30″E﻿ / ﻿46.09306°N 10.20833°E﻿ / 46.09306; 10.20833﻿ (826. Monte Borga (2731 m))
","Bergamo Alps
","II/C-29.I-A
","Sondrio
","IT
","
"
302,"827
","Monte Zerbion
",2730.0,317.0,"45°47′18″N 07°39′50″E﻿ / ﻿45.78833°N 7.66389°E﻿ / 45.78833; 7.66389﻿ (827. Dzerbion /Monte Zerbion (2720 m))
","Monte Rosa Alps
","I/B-09.III-B
","Aosta Valley
","IT
","
"
303,"828
","Le Grand Coin
",2729.0,328.0,"45°20′46″N 06°24′08″E﻿ / ﻿45.34611°N 6.40222°E﻿ / 45.34611; 6.40222﻿ (828. Le Grand Coin (2729 m))
","Vanoise massif
","I/B-07.II-E
","Savoie
","FR
","
"
304,"829
","Kesselspitze
",2728.0,323.0,"47°06′02″N 11°21′53″E﻿ / ﻿47.10056°N 11.36472°E﻿ / 47.10056; 11.36472﻿ (829. Kesselspitze (2728 m))
","Stubai Alps
","II/A-16.II-A
","North Tyrol
","AT
","
"
305,"830
","Bergwerkskopf[Note 12]
",2728.0,310.0,"47°13′30″N 10°36′33″E﻿ / ﻿47.22500°N 10.60917°E﻿ / 47.22500; 10.60917﻿ (830. Bergwerkskopf  (2728 m))
","Lechtal Alps
","II/B-21.I-A
","North Tyrol
","AT
","1885
"
306,"831
","Sas de Mezdi / La Mesola
",2727.0,488.0,"46°28′19″N 11°52′39″E﻿ / ﻿46.47194°N 11.87750°E﻿ / 46.47194; 11.87750﻿ (831. Sas de Mezdi / La Mesola (2727 m))
","Dolomites - NW
","II/C-31.III-B
","Belluno/Trentino
","IT
","
"
307,"832
","Pizzo di Claro
",2727.0,361.0,"46°17′45″N 09°03′20″E﻿ / ﻿46.29583°N 9.05556°E﻿ / 46.29583; 9.05556﻿ (832. Pizzo di Claro (2727 m))
","Adula Alps
","I/B-10.III-B
","Graub./Ticino
","CH/IT
","
"
308,"833
","Pizzo di Prata
",2727.0,352.0,"46°16′39″N 09°27′20″E﻿ / ﻿46.27750°N 9.45556°E﻿ / 46.27750; 9.45556﻿ (833. Pizzo di Prata (2727 m))
","Bregaglia Range
","II/A-15.III-B
","Sondrio
","IT
","
"
309,"834
","Großer Bettelwurf
",2726.0,814.0,"47°20′39″N 11°31′12″E﻿ / ﻿47.34417°N 11.52000°E﻿ / 47.34417; 11.52000﻿ (834. Großer Bettelwurf (2726 m))
","Karwendel
","II/B-21.IV-A
","North Tyrol
","AT
","1855
"
310,"835
","Hirzer
",2725.0,339.0,"47°13′04″N 11°39′47″E﻿ / ﻿47.21778°N 11.66306°E﻿ / 47.21778; 11.66306﻿ (835. Hirzer (2725 m))
","Tux Alps
","II/B-23.I-B
","North Tyrol
","AT
","
"
311,"836
","Schmalzkopf
",2724.0,327.0,"46°55′53″N 10°32′09″E﻿ / ﻿46.93139°N 10.53583°E﻿ / 46.93139; 10.53583﻿ (836. Schmalzkopf (2724 m))
","Ötztal Alps
","II/A-16.I-A
","North Tyrol
","AT
","
"
312,"837
","Weiße Wand
",2722.0,315.0,"46°56′45″N 11°48′49″E﻿ / ﻿46.94583°N 11.81361°E﻿ / 46.94583; 11.81361﻿ (837. Weiße Wand (2722 m))
","Zillertal Alps
","II/A-17.I-C
","South Tyrol
","IT
","
"
313,"838
","Hochwand
",2719.0,402.0,"47°21′31″N 11°00′57″E﻿ / ﻿47.35861°N 11.01583°E﻿ / 47.35861; 11.01583﻿ (838. Hochwand (2719 m))
","Mieminger Chain
","II/B-21.III-A
","North Tyrol
","AT
","1873
"
314,"839
","Spitzkofel
",2717.0,457.0,"46°46′20″N 12°44′36″E﻿ / ﻿46.77222°N 12.74333°E﻿ / 46.77222; 12.74333﻿ (839. Spitzkofel (2717 m))
","Gailtal Alps
","II/C-33.II-B
","East Tyrol
","AT
","1855
"
315,"840
","Serles
",2717.0,333.0,"47°07′26″N 11°22′52″E﻿ / ﻿47.12389°N 11.38111°E﻿ / 47.12389; 11.38111﻿ (840. Serles (2717 m))
","Stubai Alps
","II/A-16.II-A
","North Tyrol
","AT
","1579
"
316,"841
","Ortstock
",2716.0,538.0,"46°55′31″N 08°56′53″E﻿ / ﻿46.92528°N 8.94806°E﻿ / 46.92528; 8.94806﻿ (841. Ortstock (2716 m))
","Schwyz Alps
","I/B-13.I-A
","Glarus/Schwyz
","CH
","
"
317,"
","Valisera
",2716.0,293.0,"46°57′39″N 09°57′21″E﻿ / ﻿46.96083°N 9.95583°E﻿ / 46.96083; 9.95583﻿ (Valisera (2716 m))
","Silvretta
","II/A-15.VI-A
","Vorarlberg
","AT
","
"
318,"842
","Cima Ambrizzola
",2715.0,610.0,"46°28′45″N 12°05′53″E﻿ / ﻿46.47917°N 12.09806°E﻿ / 46.47917; 12.09806﻿ (842. Cima Ambrizzola (2715 m))
","Dolomites - NE
","II/C-31.I-D
","Belluno
","IT
","1884
"
319,"843
","Colàc
",2715.0,377.0,"46°26′29″N 11°46′57″E﻿ / ﻿46.44139°N 11.78250°E﻿ / 46.44139; 11.78250﻿ (843. Colàc (2715 m))
","Dolomites - NW
","II/C-31.III-B
","Trentino
","IT
","
"
320,"844
","Watzmann
",2713.0,953.0,"47°33′18″N 12°55′23″E﻿ / ﻿47.55500°N 12.92306°E﻿ / 47.55500; 12.92306﻿ (844. Watzmann (2713 m))
","Berchtesgaden Alps
","II/B-24.III-C
","Bavaria
","DE
","1800
"
321,"845
","Pizzo Straciugo
",2713.0,335.0,"46°07′56″N 08°07′15″E﻿ / ﻿46.13222°N 8.12083°E﻿ / 46.13222; 8.12083﻿ (845. Pizzo Straciugo (2713 m))
","Weissmies Alps
","I/B-09.V-B
","Valais/V-C-O
","CH/IT
","
"
322,"846
","Croda da Campo
",2712.0,365.0,"46°35′22″N 12°26′03″E﻿ / ﻿46.58944°N 12.43417°E﻿ / 46.58944; 12.43417﻿ (846. Croda da Campo (2712 m))
","Sexten Dolomites
","II/C-31.I-A
","Belluno
","IT
","
"
323,"847
","Weißeck
",2711.0,451.0,"47°09′45″N 13°23′39″E﻿ / ﻿47.16250°N 13.39417°E﻿ / 47.16250; 13.39417﻿ (847. Weißeck (2711 m))
","Niedere Tauern
","II/A-18.I-A
","Salzburg
","AT
","
"
324,"848
","Mont Saint-Sauveur
",2711.0,369.0,"44°09′53″N 07°08′08″E﻿ / ﻿44.16472°N 7.13556°E﻿ / 44.16472; 7.13556﻿ (848. Mont Saint-Sauveur (2711 m))
","Maritime Alps
","I/A-02.I-B
","Alpes Maritimes
","FR
","
"
325,"849
","Mont Gond
",2710.0,395.0,"46°17′08″N 07°15′49″E﻿ / ﻿46.28556°N 7.26361°E﻿ / 46.28556; 7.26361﻿ (849. Mont Gond (2710 m))
","Vaud Alps
","I/B-12.III-A
","Valais
","CH
","
"
326,"850
","Pic de Bure
",2709.0,1267.0,"44°37′36″N 05°56′06″E﻿ / ﻿44.62667°N 5.93500°E﻿ / 44.62667; 5.93500﻿ (850. Pic de Bure (2709 m))
","Dauphiné Prealps
","I/A-06.I-A
","Hautes-Alpes
","FR
","
"
327,"851
","Hochkreuz
",2709.0,300.0,"46°48′54″N 13°04′27″E﻿ / ﻿46.81500°N 13.07417°E﻿ / 46.81500; 13.07417﻿ (851. Hochkreuz (2709 m))
","Kreuzeck Group
","II/A-17.IV-A
","Carinthia
","AT
","
"
328,"852
","Gsür
",2708.0,372.0,"46°30′39″N 07°31′11″E﻿ / ﻿46.51083°N 7.51972°E﻿ / 46.51083; 7.51972﻿ (852. Gsür (2708 m))
","Bernese Prealps
","I/B-14.II-A
","Bern
","CH
","
"
329,"853
","Coston di Slavaci
",2708.0,315.0,"46°15′44″N 11°43′01″E﻿ / ﻿46.26222°N 11.71694°E﻿ / 46.26222; 11.71694﻿ (853. Coston di Slavaci (2708 m))
","Fiemme Alps
","II/C-31.V-B
","Trentino
","IT
","
"
330,"854
","Cima dei Preti
",2706.0,1420.0,"46°20′33″N 12°25′15″E﻿ / ﻿46.34250°N 12.42083°E﻿ / 46.34250; 12.42083﻿ (854. Cima dei Preti (2706 m))
","Carnic Prealps
","II/C-33.III-A
","Bell./Pordenone
","IT
","1874
"
331,"855
","Penser Weißhorn
",2705.0,458.0,"46°48′07″N 11°23′44″E﻿ / ﻿46.80194°N 11.39556°E﻿ / 46.80194; 11.39556﻿ (855. Penser Weißhorn (2705 m))
","Sarntal Alps
","II/A-16.III-A
","South Tyrol
","IT
","1822
"
332,"856
","Pizzo Montalto [it]
",2705.0,395.0,"46°05′51″N 08°07′59″E﻿ / ﻿46.09750°N 8.13306°E﻿ / 46.09750; 8.13306﻿ (856. Pizzo Montalto (2705 m))
","Weissmies Alps
","I/B-09.V-B
","V-C-O
","IT
","
"
333,"857
","Rote Wand
",2704.0,877.0,"47°11′11″N 09°59′06″E﻿ / ﻿47.18639°N 9.98500°E﻿ / 47.18639; 9.98500﻿ (857. Rote Wand (2704 m))
","Lechquellen Mts
","II/B-21.II-A
","Vorarlberg
","AT
","1867
"
334,"858
","Monte Fraiteve [it]
",2702.0,403.0,"44°58′38″N 06°51′41″E﻿ / ﻿44.97722°N 6.86139°E﻿ / 44.97722; 6.86139﻿ (858. Monte Fraiteve (2702 m))
","Central Cottian Alps
","I/A-04.II-A
","Turin
","IT
","
"
335,"859
","Waldhorn [de]
",2702.0,392.0,"47°17′46″N 13°49′03″E﻿ / ﻿47.29611°N 13.81750°E﻿ / 47.29611; 13.81750﻿ (859. Waldhorn (2702 m))
","Niedere Tauern
","II/A-18.II-A
","Salzburg/Styria
","AT
","1878
"
336,"860
","Rotsandnollen
",2700.0,493.0,"46°48′02″N 08°20′38″E﻿ / ﻿46.80056°N 8.34389°E﻿ / 46.80056; 8.34389﻿ (860. Rotsandnollen (2700 m))
","Urner Alps
","I/B-14.III-B
","Nidwalden/Obw.
","CH
","
"
337,"861
","Cima Iuribrutto
",2697.0,316.0,"46°21′33″N 11°45′55″E﻿ / ﻿46.35917°N 11.76528°E﻿ / 46.35917; 11.76528﻿ (861. Cima Iuribrutto (2697 m))
","Dolomites - NW
","II/C-31.III-B
","Trentino
","IT
","
"
338,"862
","Großer Lafatscher [de]
",2696.0,615.0,"47°20′44″N 11°27′10″E﻿ / ﻿47.34556°N 11.45278°E﻿ / 47.34556; 11.45278﻿ (862. Großer Lafatscher (2696 m))
","Karwendel
","II/B-21.IV-A
","North Tyrol
","AT
","1867
"
339,"863
","Monte Peralba
",2694.0,725.0,"46°37′46″N 12°43′10″E﻿ / ﻿46.62944°N 12.71944°E﻿ / 46.62944; 12.71944﻿ (863. Monte Peralba (2694 m))
","Carnic Alps
","II/C-33.I-A
","Belluno
","IT
","1854
"
340,"864
","Piz de Groven
",2694.0,433.0,"46°19′06″N 09°09′33″E﻿ / ﻿46.31833°N 9.15917°E﻿ / 46.31833; 9.15917﻿ (864. Piz de Groven (2694 m))
","Adula Alps
","I/B-10.III-B
","Graubünden
","CH
","
"
341,"865
","Grand Coyer [fr]
",2693.0,421.0,"44°06′02″N 06°41′25″E﻿ / ﻿44.10056°N 6.69028°E﻿ / 44.10056; 6.69028﻿ (865. Grand Coyer (2693 m))
","Maritime Alps
","I/A-02.I-E
","A-d-H-Provence
","FR
","
"
342,"866
","Tête du Colonney
",2692.0,521.0,"45°58′18″N 06°41′27″E﻿ / ﻿45.97167°N 6.69083°E﻿ / 45.97167; 6.69083﻿ (866. Tête du Colonney (2692 m))
","Chablais Alps
","I/B-08.II-B
","Haute-Savoie
","FR
","
"
343,"867
","Ilmspitze
",2692.0,300.0,"47°03′26″N 11°19′49″E﻿ / ﻿47.05722°N 11.33028°E﻿ / 47.05722; 11.33028﻿ (867. Ilmspitze (2692 m))
","Stubai Alps
","II/A-16.II-A
","North Tyrol
","AT
","1891
"
344,"868
","Große Kinigat / Monte Cavallino
",2689.0,595.0,"46°40′31″N 12°31′28″E﻿ / ﻿46.67528°N 12.52444°E﻿ / 46.67528; 12.52444﻿ (868. Große Kinigat / Monte Cavallino (2689 m))
","Carnic Alps
","II/C-33.I-A
","E-Tyrol/Belluno
","AT/IT
","1898
"
345,"869
","Piz Pian Grand
",2689.0,528.0,"46°25′03″N 09°09′20″E﻿ / ﻿46.41750°N 9.15556°E﻿ / 46.41750; 9.15556﻿ (869. Piz Pian Grand (2689 m))
","Adula Alps
","I/B-10.III-B
","Graubünden
","CH
","
"
346,"870
","Aiguilles de la Pennaz
",2688.0,359.0,"45°44′42″N 06°41′58″E﻿ / ﻿45.74500°N 6.69944°E﻿ / 45.74500; 6.69944﻿ (870. Aigs de la Pennaz (2688 m))
","Beaufortain Massif
","I/B-07.VI-B
","Savoie/Haute-Savoie
","FR
","
"
347,"871
","Hochfeind [pl]
",2687.0,572.0,"47°11′14″N 13°29′42″E﻿ / ﻿47.18722°N 13.49500°E﻿ / 47.18722; 13.49500﻿ (871. Hochfeind (2687 m))
","Niedere Tauern
","II/A-18.I-A
","Salzburg
","AT
","
"
348,"
","Schwabenalpenkopf
",2687.0,296.0,"46°38′43″N 12°17′12″E﻿ / ﻿46.64528°N 12.28667°E﻿ / 46.64528; 12.28667﻿ (Schwabenalpenkopf (2687 m))
","Sexten Dolomites
","II/C-31.I-A
","South Tyrol
","IT
","
"
349,"872
","Grand Mont
",2686.0,577.0,"45°37′55″N 06°32′14″E﻿ / ﻿45.63194°N 6.53722°E﻿ / 45.63194; 6.53722﻿ (872. Grand Mont (2686 m))
","Beaufortain Massif
","I/B-07.VI-A
","Savoie
","FR
","
"
350,"873
","Cima del Serraglio
",2685.0,350.0,"46°35′34″N 10°14′32″E﻿ / ﻿46.59278°N 10.24222°E﻿ / 46.59278; 10.24222﻿ (873. Cima del Serraglio (2685 m))
","Ortler Alps
","II/A-15.V-A
","Graub./Sondrio
","CH/IT
","
"
351,"874
","Deichselspitze
",2684.0,385.0,"47°16′13″N 13°49′20″E﻿ / ﻿47.27028°N 13.82222°E﻿ / 47.27028; 13.82222﻿ (874. Deichselspitze (2684 m))
","Niedere Tauern
","II/A-18.II-A
","Salzburg/Styria
","AT
","
"
352,"875
","Chapeau de Gendarme [fr]
",2682.0,368.0,"44°20′18″N 06°39′57″E﻿ / ﻿44.33833°N 6.66583°E﻿ / 44.33833; 6.66583﻿ (875. Chapeau de Gendarme (2682 m))
","Maritime Alps
","I/A-02.I-C
","Alpes Maritimes
","FR
","
"
353,"876
","Leutascher Dreitorspitze
",2682.0,346.0,"47°24′02″N 11°07′28″E﻿ / ﻿47.40056°N 11.12444°E﻿ / 47.40056; 11.12444﻿ (876. Leutascher Dreitorspitze (2682 m))
","Wetterstein
","II/B-21.III-B
","N-Tyrol/Bavaria
","AT/DE
","1871
"
354,"877
","Hochstadel
",2681.0,386.0,"46°45′36″N 12°51′26″E﻿ / ﻿46.76000°N 12.85722°E﻿ / 46.76000; 12.85722﻿ (877. Hochstadel (2681 m))
","Gailtal Alps
","II/C-33.II-B
","Carinthia/E-Tyrol
","AT
","
"
355,"878
","Mosermandl
",2680.0,555.0,"47°12′22″N 13°23′46″E﻿ / ﻿47.20611°N 13.39611°E﻿ / 47.20611; 13.39611﻿ (878. Mosermandl (2680 m))
","Niedere Tauern
","II/A-18.I-A
","Salzburg
","AT
","
"
356,"879
","Mangart
",2679.0,1067.0,"46°26′22″N 13°39′17″E﻿ / ﻿46.43944°N 13.65472°E﻿ / 46.43944; 13.65472﻿ (879. Mangart (2679 m))
","Julian Alps
","II/C-34.I-C
","Udine/Slovenia
","IT/SI
","1794
"
357,"880
","Spullerschafberg
",2679.0,670.0,"47°10′26″N 10°04′33″E﻿ / ﻿47.17389°N 10.07583°E﻿ / 47.17389; 10.07583﻿ (880. Spullerschafberg (2679 m))
","Lechquellen Mts
","II/B-21.II-A
","Vorarlberg
","AT
","
"
358,"881
","Punta Tempesta
",2679.0,309.0,"44°25′19″N 07°08′18″E﻿ / ﻿44.42194°N 7.13833°E﻿ / 44.42194; 7.13833﻿ (881. Pta Tempesta (2679 m))
","Southern Cottian Alps
","I/A-04.I-A
","Cuneo
","IT
","
"
359,"882
","Cima di Santa Maria
",2678.0,436.0,"46°12′46″N 10°57′03″E﻿ / ﻿46.21278°N 10.95083°E﻿ / 46.21278; 10.95083﻿ (882. Cima di Santa Maria (2678 m))
","Brenta Dolomites
","II/C-28.IV-A
","Trentino
","IT
","
"
360,"883
","Gaflunakopf
",2676.0,351.0,"47°03′50″N 10°08′05″E﻿ / ﻿47.06389°N 10.13472°E﻿ / 47.06389; 10.13472﻿ (883. Gaflunakopf (2676 m))
","Verwall
","II/A-15.VI-C
","N-Tyrol/Vorarlb.
","AT
","
"
361,"884
","Piz della Forcola
",2675.0,449.0,"46°18′59″N 09°17′36″E﻿ / ﻿46.31639°N 9.29333°E﻿ / 46.31639; 9.29333﻿ (884. Piz della Forcola (2675 m))
","Adula Alps
","I/B-10.III-D
","Graub./Sondrio
","CH/IT
","
"
362,"885
","Mont Pépoiri [it]
",2674.0,643.0,"44°06′39″N 07°12′10″E﻿ / ﻿44.11083°N 7.20278°E﻿ / 44.11083; 7.20278﻿ (885. Mont Pépoiri (2674 m))
","Maritime Alps
","I/A-02.I-B
","Alpes Maritimes
","FR
","
"
363,"886
","Mont Rougnous
",2673.0,465.0,"44°11′03″N 06°52′26″E﻿ / ﻿44.18417°N 6.87389°E﻿ / 44.18417; 6.87389﻿ (886. Mont Rougnous (2673 m))
","Maritime Alps
","I/A-02.I-D
","Alpes Maritimes
","FR
","
"
364,"887
","Elendberg
",2672.0,346.0,"47°17′02″N 13°44′49″E﻿ / ﻿47.28389°N 13.74694°E﻿ / 47.28389; 13.74694﻿ (887. Elendberg (2672 m))
","Niedere Tauern
","II/A-18.II-A
","Styria
","AT
","
"
365,"888
","Ballunspitze
",2671.0,400.0,"46°57′19″N 10°08′06″E﻿ / ﻿46.95528°N 10.13500°E﻿ / 46.95528; 10.13500﻿ (888. Ballunspitze (2671 m))
","Silvretta
","II/A-15.VI-A
","N-Tyrol/Vorarlb.
","AT
","1861
"
366,"889
","Stübele / Stubele [it]
",2671.0,384.0,"46°28′04″N 10°56′12″E﻿ / ﻿46.46778°N 10.93667°E﻿ / 46.46778; 10.93667﻿ (889. Stübele / Stubele (2671 m))
","Ortler Alps
","II/C-28.I-A
","S-Tyrol/Trentino
","IT
","
"
367,"890
","Sas Ciampac/Ciampatsch
",2671.0,305.0,"46°33′47″N 11°50′07″E﻿ / ﻿46.56306°N 11.83528°E﻿ / 46.56306; 11.83528﻿ (890. Sas Ciampac / Ciampatsch (2671 m))
","Dolomites - NW
","II/C-31.III-A
","South Tyrol
","IT
","
"
368,"891
","Le Grand Miceau
",2669.0,300.0,"45°22′16″N 06°12′44″E﻿ / ﻿45.37111°N 6.21222°E﻿ / 45.37111; 6.21222﻿ (891. Le Grand Miceau (2669 m))
","Belledonne
","I/A-05.II-A
","Savoie
","FR
","
"
369,"892
","Monte Duranno [de] [Note 13]
",2668.0,510.0,"46°19′44″N 12°24′10″E﻿ / ﻿46.32889°N 12.40278°E﻿ / 46.32889; 12.40278﻿ (892. Monte Duranno  (2668 m))
","Carnic Prealps
","II/C-33.III-A
","Bell./Pordenone
","IT
","1874
"
370,"893
","Südliche Sonnenspitze
",2668.0,325.0,"47°23′12″N 11°28′40″E﻿ / ﻿47.38667°N 11.47778°E﻿ / 47.38667; 11.47778﻿ (893. Südliche Sonnenspitze (2668 m))
","Karwendel
","II/B-21.IV-A
","North Tyrol
","AT
","1870
"
371,"894
","Jôf Fuart
",2666.0,528.0,"46°25′50″N 13°29′29″E﻿ / ﻿46.43056°N 13.49139°E﻿ / 46.43056; 13.49139﻿ (894. Jôf Fuart / Wischberg / Viš (2666 m))
","Julian Alps
","II/C-34.I-A
","Udine
","IT
","
"
372,"895
","Les Avoudrues
",2666.0,385.0,"46°06′04″N 06°48′47″E﻿ / ﻿46.10111°N 6.81306°E﻿ / 46.10111; 6.81306﻿ (895. Les Avoudrues (2666 m))
","Chablais Alps
","I/B-08.II-B
","Haute-Savoie
","FR
","
"
373,"896
","Monte Bruffione
",2665.0,350.0,"45°56′32″N 10°29′29″E﻿ / ﻿45.94222°N 10.49139°E﻿ / 45.94222; 10.49139﻿ (896. Monte Bruffione (2665 m))
","Adamello-Presanella
","II/C-28.III-A
","Brescia/Trentino
","IT
","
"
374,"897
","Monte Cernera
",2664.0,304.0,"46°28′08″N 12°03′30″E﻿ / ﻿46.46889°N 12.05833°E﻿ / 46.46889; 12.05833﻿ (897. Monte Cernera (2664 m))
","Dolomites - NE
","II/C-31.I-D
","Belluno
","IT
","
"
375,"898
","Toblacher Pfannhorn [de]
",2663.0,337.0,"46°47′02″N 12°17′03″E﻿ / ﻿46.78389°N 12.28417°E﻿ / 46.78389; 12.28417﻿ (898. Toblacher Pfannhorn (2663 m))
","Villgraten Mountains
","II/A-17.III-B
","E-Tyrol/S-Tyrol
","AT/IT
","
"
376,"899
","Hohe Munde
",2662.0,603.0,"47°20′52″N 11°04′19″E﻿ / ﻿47.34778°N 11.07194°E﻿ / 47.34778; 11.07194﻿ (899. Hohe Munde (2662 m))
","Mieminger Chain
","II/B-21.III-A
","North Tyrol
","AT
","
"
377,"900
","Grünstein
",2661.0,389.0,"47°20′56″N 10°55′17″E﻿ / ﻿47.34889°N 10.92139°E﻿ / 47.34889; 10.92139﻿ (900. Grünstein (2661 m))
","Mieminger Chain
","II/B-21.III-A
","North Tyrol
","AT
","
"
378,"901
","Pointe Rousse des Chambres
",2660.0,322.0,"46°06′46″N 06°49′13″E﻿ / ﻿46.11278°N 6.82028°E﻿ / 46.11278; 6.82028﻿ (901. Pte Rousse des Chambres (2660 m))
","Chablais Alps
","I/B-08.II-B
","Haute-Savoie
","FR
","
"
379,"902
","Pizzo Giezza
",2658.0,555.0,"46°10′45″N 08°11′48″E﻿ / ﻿46.17917°N 8.19667°E﻿ / 46.17917; 8.19667﻿ (902. Pizzo Giezza (2658 m))
","Weissmies Alps
","I/B-09.V-B
","V-C-O
","IT
","
"
380,"903
","Piz Toissa
",2657.0,310.0,"46°37′07″N 09°31′30″E﻿ / ﻿46.61861°N 9.52500°E﻿ / 46.61861; 9.52500﻿ (903. Piz Toissa (2657 m))
","Oberhalbstein Range
","II/A-15.I-B
","Graubünden
","CH
","
"
381,"904
","Großer Krottenkopf
",2656.0,996.0,"47°18′42″N 10°21′21″E﻿ / ﻿47.31167°N 10.35583°E﻿ / 47.31167; 10.35583﻿ (904. Großer Krottenkopf (2656 m))
","Allgäu Alps
","II/B-22.II-C
","North Tyrol
","AT
","1864
"
382,"905
","Ilmenspitze /Cima degli Olmi
",2656.0,312.0,"46°28′55″N 10°57′50″E﻿ / ﻿46.48194°N 10.96389°E﻿ / 46.48194; 10.96389﻿ (905. Ilmenspitze /Cima degli Olmi (2656 m))
","Ortler Alps
","II/C-28.I-A
","S-Tyrol/Trentino
","IT
","
"
383,"906
","Selbhorn
",2655.0,409.0,"47°26′49″N 12°57′49″E﻿ / ﻿47.44694°N 12.96361°E﻿ / 47.44694; 12.96361﻿ (906. Selbhorn (2655 m))
","Berchtesgaden Alps
","II/B-24.III-A
","Salzburg
","AT
","
"
384,"907
","Sommet du Guiau
",2654.0,442.0,"45°01′12″N 06°40′25″E﻿ / ﻿45.02000°N 6.67361°E﻿ / 45.02000; 6.67361﻿ (907. Sommet du Guiau (2654 m))
","Massif des Cerces
","I/A-04.III-A
","H-Alpes/Turin
","FR/IT
","
"
385,"908
","Faulkogel
",2654.0,350.0,"47°12′58″N 13°22′21″E﻿ / ﻿47.21611°N 13.37250°E﻿ / 47.21611; 13.37250﻿ (908. Faulkogel (2654 m))
","Niedere Tauern
","II/A-18.I-A
","Salzburg
","AT
","
"
386,"909
","Schönfeldspitze
",2653.0,384.0,"47°27′29″N 12°56′15″E﻿ / ﻿47.45806°N 12.93750°E﻿ / 47.45806; 12.93750﻿ (909. Schönfeldspitze (2653 m))
","Berchtesgaden Alps
","II/B-24.III-A
","Salzburg
","AT
","
"
387,"
","Tullen [de]
",2653.0,296.0,"46°39′13″N 11°46′30″E﻿ / ﻿46.65361°N 11.77500°E﻿ / 46.65361; 11.77500﻿ (Tullen (2653 m))
","Dolomites - NW
","II/C-31.III-A
","South Tyrol
","IT
","
"
388,"910
","Männliflue
",2652.0,374.0,"46°33′05″N 07°32′47″E﻿ / ﻿46.55139°N 7.54639°E﻿ / 46.55139; 7.54639﻿ (910. Männliflue (2652 m))
","Bernese Prealps
","I/B-14.II-A
","Bern
","CH
","
"
389,"911
","Hohes Licht
",2651.0,678.0,"47°16′49″N 10°16′34″E﻿ / ﻿47.28028°N 10.27611°E﻿ / 47.28028; 10.27611﻿ (911. Hohes Licht (2651 m))
","Allgäu Alps
","II/B-22.II-C
","North Tyrol
","AT
","1854
"
390,"912
","Punta Marguareis
",2650.0,779.0,"44°10′26″N 07°41′04″E﻿ / ﻿44.17389°N 7.68444°E﻿ / 44.17389; 7.68444﻿ (912. Pta Marguareis (2650 m))
","Ligurian Alps
","I/A-01.II-B
","A-Marit/Cuneo
","FR/IT
","
"
391,"913
","Le Chenaillet
",2650.0,496.0,"44°54′08″N 06°44′26″E﻿ / ﻿44.90222°N 6.74056°E﻿ / 44.90222; 6.74056﻿ (913. Le Chenaillet (2650 m))
","Central Cottian Alps
","I/A-04.II-B
","Hautes-Alpes
","FR
","
"
